1: EL14_CMN_0001	GMW_CMN_20100929.0076	陕北公学	E0278626	
1000: EL14_CMN_1000	CNS_CMN_20100108.0721	台湾	E0166967	
1001: EL14_CMN_1001	XIN_CMN_20000324.0214	李隆基	NIL0767	
1002: EL14_CMN_1002	XIN_CMN_19930228.0009	宋庆龄	E0487361	
1003: EL14_CMN_1003	XIN_CMN_19971030.0131	费拉德尔菲亚	NIL0768	
1004: EL14_CMN_1004	XIN_ENG_20091202.0382	Jilin University	NIL0769	
1005: EL14_CMN_1005	CNA_CMN_20090831.0209	小黑	NIL0770	
1006: EL14_CMN_1006	AFP_ENG_20100316.0256	Augusta	NIL0771	
1007: EL14_CMN_1007	bolt-cmn-DF-182-192251-6398607	小蒋	NIL0772	
1008: EL14_CMN_1008	AFP_CMN_20070816.0043	艾维斯普里斯莱	NIL0773	
1009: EL14_CMN_1009	PLA_CMN_20101111.0091	梅州	NIL0774	
1010: EL14_CMN_1010	bolt-eng-DF-212-191667-3071033	ASEAN	E0539471	
1011: EL14_CMN_1011	bolt-cmn-DF-182-192249-6424422	孔庆东	NIL0775	
1012: EL14_CMN_1012	PDA_CMN_20070711.0107	总工会	NIL0776	
1013: EL14_CMN_1013	bolt-cmn-DF-20-191622-4045386	普京	E0582195	
1014: EL14_CMN_1014	bolt-cmn-DF-21-181074-2172	阿富汗	E0161565	
1015: EL14_CMN_1015	CNS_CMN_20100312.0881	和田	NIL0777	
1016: EL14_CMN_1016	XIN_CMN_19970514.0110	东北师大	E0413343	
1017: EL14_CMN_1017	bolt-eng-DF-170-181122-8793930	Kabul	NIL0778	
1018: EL14_CMN_1018	XIN_CMN_20060509.0013	华容	NIL0779	
1019: EL14_CMN_1019	bolt-cmn-DF-205-185863-147980	马娘娘	NIL0780	
1020: EL14_CMN_1020	XIN_CMN_19930511.0253	中华全国总工会	E0733927	
1021: EL14_CMN_1021	XIN_CMN_19960521.0200	昌都	NIL0781	
1022: EL14_CMN_1022	bolt-cmn-DF-205-185862-165355	杰克逊	NIL0782	
1023: EL14_CMN_1023	bolt-cmn-DF-196-185667-2997044	美利坚	NIL0783	
1024: EL14_CMN_1024	bolt-cmn-DF-205-185859-139246	克林顿	E0100324	
1025: EL14_CMN_1025	CNS_CMN_20091028.0958	东山	NIL0784	
1026: EL14_CMN_1026	XIN_CMN_20040521.0188	迈克・乔丹	NIL0785	
1027: EL14_CMN_1027	AFP_CMN_20100808.0026	纳班迪恩	NIL0786	
1028: EL14_CMN_1028	XIN_ENG_20100816.0221	embassy	NIL0787	
1029: EL14_CMN_1029	bolt-cmn-DF-20-191610-10951648	温总理	NIL0788	
1030: EL14_CMN_1030	XIN_CMN_19941110.0096	小石城	NIL0789	
1031: EL14_CMN_1031	PDA_CMN_20080925.0027	麻生太郎	NIL0790	
1032: EL14_CMN_1032	bolt-cmn-DF-182-192251-16243966	温总理	NIL0791	
1033: EL14_CMN_1033	XIN_CMN_20031025.0027	宋美龄	E0562750	
1034: EL14_CMN_1034	XIN_CMN_20000508.0136	郊	NIL0792	
1035: EL14_CMN_1035	CNA_CMN_20101029.0187	小S	E0425435	
1036: EL14_CMN_1036	XIN_CMN_19970717.0059	伊利诺斯	E0240157	
1037: EL14_CMN_1037	XIN_CMN_20060824.0077	美国银行	E0168760	
1038: EL14_CMN_1038	XIN_CMN_20071112.0040	孙中山	E0530774	
1039: EL14_CMN_1039	CNS_CMN_20091109.0152	崇祯皇帝	NIL0793	
1040: EL14_CMN_1040	APW_ENG_20101108.0806	Costco Wholesale Corp.	NIL0794	
1041: EL14_CMN_1041	XIN_CMN_19910312.0024	台湾省	NIL0795	
1042: EL14_CMN_1042	PDA_CMN_20100828.0073	香港	E0112363	
1043: EL14_CMN_1043	bolt-cmn-DF-196-185661-3110515	泰格·伍兹	NIL0796	
1044: EL14_CMN_1044	CNS_CMN_20100514.0859	渥太华大学	NIL0797	
1045: EL14_CMN_1045	CNS_CMN_20100917.0727	复旦	NIL0798	
1046: EL14_CMN_1046	bolt-cmn-DF-182-192231-4915004	赵薇	E0073283	
1047: EL14_CMN_1047	bolt-cmn-DF-211-187123-5137869	费玉清	NIL0799	
1048: EL14_CMN_1048	bolt-cmn-DF-21-181075-3296	薄书记	NIL0800	
1049: EL14_CMN_1049	bolt-cmn-DF-182-192231-4910504	布兰妮	NIL0801	
1050: EL14_CMN_1050	PDA_CMN_20080914.0017	辽阳	NIL0802	
1051: EL14_CMN_1051	bolt-cmn-DF-196-185692-2812423	妮可・基德曼	NIL0803	
1052: EL14_CMN_1052	XIN_CMN_20000608.0075	外交部	NIL0804	
1053: EL14_CMN_1053	CNS_CMN_20091208.1031	河东	NIL0805	
1054: EL14_CMN_1054	XIN_CMN_19930615.0202	柬埔寨	E0747978	
1055: EL14_CMN_1055	NYT_ENG_20100410.0033	Del.	NIL0806	
1056: EL14_CMN_1056	AFP_ENG_20100219.0463	France	E0550909	
1057: EL14_CMN_1057	bolt-cmn-DF-20-191614-4131653	张学良	E0776639	
1058: EL14_CMN_1058	XIN_ENG_20100425.0260	Xining	NIL0807	
1059: EL14_CMN_1059	XIN_CMN_20030410.0152	秀英	NIL0808	
1060: EL14_CMN_1060	bolt-cmn-DF-21-181075-3296	薄大哥	NIL0809	
1061: EL14_CMN_1061	CNS_CMN_20101122.0379	明尼阿波利斯	NIL0810	
1062: EL14_CMN_1062	PDA_CMN_20061106.5194	苏贞昌	NIL0811	
1063: EL14_CMN_1063	XIN_CMN_20070414.0144	芝加哥	E0643782	
1064: EL14_CMN_1064	CNS_CMN_20091028.0390	弘历	NIL0812	
1065: EL14_CMN_1065	CNS_CMN_20100418.0317	崔永元	NIL0813	
1066: EL14_CMN_1066	XIN_CMN_19940204.0230	汉卿	NIL0814	
1067: EL14_CMN_1067	PDA_CMN_20061220.0034	侨联	NIL0815	
1068: EL14_CMN_1068	PDA_CMN_20070424.0218	叶利钦	NIL0816	
1069: EL14_CMN_1069	AFP_ENG_20091030.0144	Williams	NIL0817	
1070: EL14_CMN_1070	bolt-cmn-DF-216-192671-6779548	杰克逊	NIL0818	
1071: EL14_CMN_1071	APW_ENG_20090610.1426	Beantown	NIL0819	
1072: EL14_CMN_1072	bolt-cmn-DF-20-191611-3884787	金正日	E0146789	
1073: EL14_CMN_1073	XIN_CMN_19970307.0056	全国妇联	NIL0820	
1074: EL14_CMN_1074	XIN_CMN_20070621.0166	安宁	NIL0821	
1075: EL14_CMN_1075	PDA_CMN_20080914.0017	辽阳	NIL0822	
1076: EL14_CMN_1076	XIN_CMN_20060427.0074	外交部	NIL0823	
1077: EL14_CMN_1077	bolt-cmn-DF-21-181206-96602	沃伦·巴菲特	NIL0824	
1078: EL14_CMN_1078	GMW_CMN_20091001.0006	大使馆	NIL0825	
1079: EL14_CMN_1079	CNS_CMN_20100120.0988	人大	NIL0826	
1080: EL14_CMN_1080	XIN_ENG_20100206.0153	Zhengzhou	NIL0827	
1081: EL14_CMN_1081	XIN_CMN_20100810.0062	约克大学	E0013330	
1082: EL14_CMN_1082	XIN_ENG_20100819.0403	East China Normal University	NIL0828	
1083: EL14_CMN_1083	bolt-cmn-DF-20-191610-2209992	薄熙来	E0259846	
1084: EL14_CMN_1084	APW_ENG_20091208.0523	Bora Milutinovic	NIL0829	
1085: EL14_CMN_1085	XIN_CMN_20070702.0023	甘孜	NIL0830	
1086: EL14_CMN_1086	XIN_CMN_20021104.0096	外交部	NIL0831	
1087: EL14_CMN_1087	CNS_CMN_20101027.1210	英山	NIL0832	
1088: EL14_CMN_1088	PDA_CMN_20101005.0052	京师优级师范学堂	NIL0833	
1089: EL14_CMN_1089	XIN_CMN_20020711.0057	华北联合大学	NIL0834	
1090: EL14_CMN_1090	PDA_CMN_20070413.0134	总工会	NIL0835	
1091: EL14_CMN_1091	XIN_CMN_20031201.0202	王治郅	E0447905	
1092: EL14_CMN_1092	XIN_CMN_19950311.0028	孙文	NIL0836	
1093: EL14_CMN_1093	bolt-cmn-DF-20-191622-4040013	安南	E0571856	
1094: EL14_CMN_1094	bolt-cmn-DF-21-181074-2172	亚利桑那	NIL0837	
1095: EL14_CMN_1095	PDA_CMN_20100415.0448	妇联	NIL0838	
1096: EL14_CMN_1096	AFP_CMN_20100318.0048	堪萨 斯州立大学	NIL0839	
1097: EL14_CMN_1097	bolt-cmn-DF-20-191610-3815037	习总	NIL0840	
1098: EL14_CMN_1098	APW_ENG_20101117.0798	Uncle Sam	NIL0841	
1099: EL14_CMN_1099	bolt-cmn-DF-20-191613-3837844	陈毅	NIL0842	
1100: EL14_CMN_1100	CNS_CMN_20100104.0890	文联	NIL0843	
1101: EL14_CMN_1101	bolt-cmn-DF-196-185692-2813981	冠希老师	NIL0844	
1102: EL14_CMN_1102	XIN_CMN_19931228.0136	医科大学	NIL0845	
1103: EL14_CMN_1103	XIN_CMN_19940619.0108	医科大学	NIL0846	
1104: EL14_CMN_1104	XIN_CMN_20070911.0054	东安	NIL0847	
1105: EL14_CMN_1105	APW_ENG_20101019.0751	Honolulu	NIL0848	
1106: EL14_CMN_1106	bolt-cmn-DF-196-185692-2813643	肥肥	E0225564	
1107: EL14_CMN_1107	AFP_ENG_20091111.0628	United States	E0679687	
1108: EL14_CMN_1108	XIN_CMN_20100913.0123	秀英	NIL0849	
1109: EL14_CMN_1109	CNS_CMN_20090915.0015	刘德华	E0340220	
1110: EL14_CMN_1110	bolt-cmn-DF-196-185692-2809128	大S	E0230939	
1111: EL14_CMN_1111	bolt-cmn-DF-182-192251-6379199	中国第一汽车集团公司	NIL0850	
1112: EL14_CMN_1112	bolt-cmn-DF-21-181074-2281	鱼素鸡	NIL0851	
1113: EL14_CMN_1113	CNS_CMN_20091203.0069	作协	NIL0852	
1114: EL14_CMN_1114	XIN_CMN_20070531.0092	妇幼保健院	NIL0853	
1115: EL14_CMN_1115	PDA_CMN_20080904.0125	布兰妮·斯皮尔斯	E0702628	
1116: EL14_CMN_1116	XIN_CMN_19960430.0091	总工会	NIL0854	
1117: EL14_CMN_1117	CNS_CMN_20091209.1063	宣统	NIL0855	
1118: EL14_CMN_1118	APW_ENG_20100613.0796	Marcello Lippi	NIL0856	
1119: EL14_CMN_1119	bolt-cmn-DF-182-192249-6413409	宁夏自治区	NIL0857	
1120: EL14_CMN_1120	XIN_CMN_20070521.0173	国立浙江大学	NIL0858	
1121: EL14_CMN_1121	PDA_CMN_20091119.0459	武大	E0423734	
1122: EL14_CMN_1122	bolt-cmn-DF-20-191610-15119888	红十字会	E0580889	
1123: EL14_CMN_1123	APW_ENG_20091016.0849	Jefferson	NIL0859	
1124: EL14_CMN_1124	bolt-cmn-DF-182-192251-6389635	汪逆	NIL0860	
1125: EL14_CMN_1125	PDA_CMN_20100824.0205	妇联	NIL0861	
1126: EL14_CMN_1126	XIN_CMN_20061208.0182	医科大学	NIL0862	
1127: EL14_CMN_1127	XIN_ENG_20091013.0155	Hong Kong Special Administrative Region	NIL0863	
1128: EL14_CMN_1128	PDA_CMN_20100910.0442	吴宗宪	NIL0864	
1129: EL14_CMN_1129	XIN_ENG_20100201.0249	Beyonce Knowles	NIL0865	
1130: EL14_CMN_1130	XIN_CMN_20060419.0082	比	E0106105	
1131: EL14_CMN_1131	bolt-cmn-DF-205-185862-210495	邓矮子	NIL0866	
1132: EL14_CMN_1132	AFP_ENG_20090901.0693	Venus Williams	NIL0867	
1133: EL14_CMN_1133	AFP_CMN_20080104.0049	爱阿华	NIL0868	
1134: EL14_CMN_1134	PDA_CMN_20080110.0089	乔治・布什	NIL0869	
1135: EL14_CMN_1135	bolt-cmn-DF-20-191610-15125447	太祖	NIL0870	
1136: EL14_CMN_1136	CNS_CMN_20091225.0516	儿童医院	NIL0871	
1137: EL14_CMN_1137	CNA_CMN_20100419.0191	台北	E0462761	
1138: EL14_CMN_1138	bolt-cmn-DF-182-192251-6381081	亚圣	NIL0872	
1139: EL14_CMN_1139	CNS_CMN_20101026.0058	Evan Williams	NIL0873	
1140: EL14_CMN_1140	bolt-cmn-DF-20-191614-4125058	扶桑	NIL0874	
1141: EL14_CMN_1141	CNS_CMN_20090807.0992	路易斯安那大学	NIL0875	
1142: EL14_CMN_1142	PDA_CMN_20100402.0175	作协	NIL0876	
1143: EL14_CMN_1143	XIN_CMN_20100920.0135	蒙市	NIL0877	
1144: EL14_CMN_1144	XIN_CMN_20070718.0067	大通	NIL0878	
1145: EL14_CMN_1145	AFP_CMN_20090811.0022	比尔.柯林顿	NIL0879	
1146: EL14_CMN_1146	bolt-cmn-DF-205-185863-588888	孙	NIL0880	
1147: EL14_CMN_1147	CNS_CMN_20101008.0234	蒋夫人	NIL0881	
1148: EL14_CMN_1148	APW_ENG_20090728.0501	Bank of America Corp	NIL0882	
1149: EL14_CMN_1149	XIN_CMN_20060702.0020	沈德鸿	NIL0883	
1150: EL14_CMN_1150	bolt-cmn-DF-196-185692-2816217	老郭	NIL0884	
1151: EL14_CMN_1151	XIN_CMN_19930224.0173	外交部	NIL0885	
1152: EL14_CMN_1152	AFP_ENG_20100415.0299	foreign ministry	NIL0886	
1153: EL14_CMN_1153	APW_ENG_20090819.0235	Shimon Peres	NIL0887	
1154: EL14_CMN_1154	XIN_ENG_20100730.0370	Changsha	NIL0888	
1155: EL14_CMN_1155	CNS_CMN_20090812.1664	易建联	E0553621	
1156: EL14_CMN_1156	XIN_CMN_20020304.0167	泰森	NIL0889	
1157: EL14_CMN_1157	AFP_CMN_20051208.0048	阿诺	NIL0890	
1158: EL14_CMN_1158	XIN_CMN_20060223.0286	罗马王子	NIL0891	
1159: EL14_CMN_1159	bolt-cmn-DF-182-192251-6389448	孙夫人	NIL0892	
1160: EL14_CMN_1160	PDA_CMN_20100817.0382	外交部	NIL0893	
1161: EL14_CMN_1161	AFP_CMN_20040128.0003	外交部	NIL0894	
1162: EL14_CMN_1162	bolt-cmn-DF-196-185723-2503448	妮可基德曼	NIL0895	
1163: EL14_CMN_1163	bolt-cmn-DF-211-187115-4411872	宋庆龄	E0487361	
1164: EL14_CMN_1164	CNS_CMN_20100127.0717	李世民	NIL0896	
1165: EL14_CMN_1165	XIN_CMN_20021112.0047	外交部	NIL0897	
1166: EL14_CMN_1166	bolt-cmn-DF-20-191613-3837869	朱德	E0128070	
1167: EL14_CMN_1167	CNS_CMN_20091010.0340	海州	E0717250	
1168: EL14_CMN_1168	bolt-eng-DF-199-192958-5885606	WA	NIL0898	
1169: EL14_CMN_1169	bolt-eng-DF-212-191668-3060318	Shanghai Stock Exchange	NIL0899	
1170: EL14_CMN_1170	PDA_CMN_20091130.0303	MJ	NIL0900	
1171: EL14_CMN_1171	PDA_CMN_20091109.0574	东安	NIL0901	
1172: EL14_CMN_1172	XIN_CMN_20100326.0093	儿童医院	NIL0902	
1173: EL14_CMN_1173	AFP_ENG_20100409.0472	United States of America	NIL0903	
1174: EL14_CMN_1174	bolt-cmn-DF-20-191610-10951650	仨大母	NIL0904	
1175: EL14_CMN_1175	PDA_CMN_20101222.0138	城中	NIL0905	
1176: EL14_CMN_1176	CNS_CMN_20100317.0130	残联	NIL0906	
1177: EL14_CMN_1177	bolt-cmn-DF-205-185867-801156	巴非特	NIL0907	
1178: EL14_CMN_1178	PDA_CMN_20071021.0091	圣弗朗西斯科	NIL0908	
1179: EL14_CMN_1179	bolt-cmn-DF-196-185661-3111815	林书豪	NIL0909	
1180: EL14_CMN_1180	XIN_CMN_20010611.0104	儿童医院	NIL0910	
1181: EL14_CMN_1181	XIN_CMN_19920622.0114	本溪	NIL0911	
1182: EL14_CMN_1182	CNS_CMN_20090824.3139	汉卿	NIL0912	
1183: EL14_CMN_1183	CNS_CMN_20100514.0859	York University	NIL0913	
1184: EL14_CMN_1184	XIN_CMN_19970626.0183	巴乔	NIL0914	
1185: EL14_CMN_1185	APW_ENG_20090804.1173	Steven Spielberg	E0773603	
1186: EL14_CMN_1186	GMW_CMN_20100209.0476	康涅狄格州	E0561935	
1187: EL14_CMN_1187	bolt-cmn-DF-196-185692-2814939	美容大王	NIL0915	
1188: EL14_CMN_1188	bolt-cmn-DF-182-192231-4910364	徐熙媛	E0230939	
1189: EL14_CMN_1189	CNS_CMN_20101020.0877	花都	E0703347	
1190: EL14_CMN_1190	XIN_CMN_20030920.0163	总工会	NIL0916	
1191: EL14_CMN_1191	AFP_CMN_20070603.0011	城中	NIL0917	
1192: EL14_CMN_1192	bolt-cmn-DF-211-187113-3340331	章金莱	NIL0918	
1193: EL14_CMN_1193	XIN_ENG_20100421.0339	Embassy	NIL0919	
1194: EL14_CMN_1194	CNS_CMN_20091130.0382	菊姐	NIL0920	
1195: EL14_CMN_1195	XIN_CMN_20070206.0139	协和	NIL0921	
1196: EL14_CMN_1196	bolt-cmn-DF-205-185863-601388	世卫组织	E0725535	
1197: EL14_CMN_1197	XIN_ENG_20101003.0137	Kingdom of Belgium	NIL0922	
1198: EL14_CMN_1198	AFP_ENG_20090913.0256	foreign ministry	NIL0923	
1199: EL14_CMN_1199	CNS_CMN_20100324.0221	大安	NIL0924	
1200: EL14_CMN_1200	bolt-cmn-DF-205-185863-592495	温宝宝	NIL0925	
1201: EL14_CMN_1201	XIN_CMN_20080403.0058	杰斐逊	E0103833	
1202: EL14_CMN_1202	XIN_CMN_20060419.0082	法	NIL0926	
1203: EL14_CMN_1203	bolt-cmn-DF-21-181152-101439	金正日	E0146789	
1204: EL14_CMN_1204	bolt-cmn-DF-21-181074-2172	St. Louis	NIL0927	
1205: EL14_CMN_1205	PDA_CMN_20080801.0230	老布什	E0564682	
1206: EL14_CMN_1206	CNS_CMN_20100823.0593	改革开放总设计师	NIL0928	
1207: EL14_CMN_1207	AFP_ENG_20090713.0057	Tracy McGrady	NIL0929	
1208: EL14_CMN_1208	XIN_CMN_19960311.0011	巩晓彬	NIL0930	
1209: EL14_CMN_1209	XIN_CMN_20000308.0083	棋圣	NIL0931	
1210: EL14_CMN_1210	AFP_CMN_20100805.0024	夏威夷	E0290954	
1211: EL14_CMN_1211	bolt-cmn-DF-182-192231-4901727	马景涛	NIL0932	
1212: EL14_CMN_1212	LTW_ENG_20090703.0038	Kansas	NIL0933	
1213: EL14_CMN_1213	NYT_ENG_20100816.0025	Atlanta	NIL0934	
1214: EL14_CMN_1214	AFP_ENG_20090921.0401	Boris Yeltsin	NIL0935	
1215: EL14_CMN_1215	bolt-cmn-DF-20-191613-3836936	毛爷	NIL0936	
1216: EL14_CMN_1216	bolt-cmn-DF-205-185863-586574	老灰	NIL0937	
1217: EL14_CMN_1217	XIN_CMN_20031025.0027	蒋校长	NIL0938	
1218: EL14_CMN_1218	bolt-cmn-DF-196-185692-2813468	HOLD住姐	NIL0939	
1219: EL14_CMN_1219	CNS_CMN_20100917.0727	复旦	NIL0940	
1220: EL14_CMN_1220	GMW_CMN_20100512.0718	安平	E0776464	
1221: EL14_CMN_1221	bolt-eng-DF-199-192958-5885606	CA	NIL0941	
1222: EL14_CMN_1222	XIN_CMN_20020512.0037	第 四中山大学	NIL0942	
1223: EL14_CMN_1223	bolt-cmn-DF-20-191611-3864324	习副	NIL0943	
1224: EL14_CMN_1224	PDA_CMN_20100813.0338	宪哥	NIL0944	
1225: EL14_CMN_1225	CNS_CMN_20100514.0859	Ryerson University	NIL0945	
1226: EL14_CMN_1226	bolt-cmn-DF-182-192250-20822417	韩少	NIL0946	
1227: EL14_CMN_1227	XIN_CMN_19990709.0055	拉丹	E0484023	
1228: EL14_CMN_1228	XIN_CMN_20071130.0249	新罕布什尔	NIL0947	
1229: EL14_CMN_1229	bolt-cmn-DF-196-185723-2496722	中石化	E0542412	
1230: EL14_CMN_1230	XIN_CMN_20030103.0026	外交部	NIL0948	
1231: EL14_CMN_1231	PDA_CMN_20070207.0062	长治	NIL0949	
1232: EL14_CMN_1232	CNS_CMN_20091017.0220	私立南开学校	NIL0950	
1233: EL14_CMN_1233	XIN_CMN_20090913.0050	佩雷斯	E0551662	
1234: EL14_CMN_1234	CNS_CMN_20091111.1164	北京高等师范学校	E0804852	
1235: EL14_CMN_1235	APW_ENG_20100820.0129	Arizona	E0690220	
1236: EL14_CMN_1236	CNS_CMN_20100317.0467	太史公	NIL0951	
1237: EL14_CMN_1237	CNS_CMN_20100612.0989	鼓楼	NIL0952	
1238: EL14_CMN_1238	XIN_CMN_20061208.0182	医科大学	NIL0953	
1239: EL14_CMN_1239	bolt-cmn-DF-21-181359-84538	康永哥	NIL0954	
1240: EL14_CMN_1240	bolt-cmn-DF-211-187119-4751743	阿汤	NIL0955	
1241: EL14_CMN_1241	bolt-cmn-DF-205-185863-153386	中共中央组织部	NIL0956	
1242: EL14_CMN_1242	AFP_ENG_20091110.0087	Jefferson City	NIL0957	
1243: EL14_CMN_1243	AFP_ENG_20090929.0544	Vietnam	E0571856	
1244: EL14_CMN_1244	XIN_CMN_20060808.0148	临夏	NIL0958	
1245: EL14_CMN_1245	CNS_CMN_20100825.0880	外交部	NIL0959	
1246: EL14_CMN_1246	bolt-cmn-DF-196-185692-2811411	苍老师	NIL0960	
1247: EL14_CMN_1247	XIN_CMN_20070109.0033	儿童医院	NIL0961	
1248: EL14_CMN_1248	AFP_CMN_20091031.0030	东京大学	E0020441	
1249: EL14_CMN_1249	XIN_CMN_20061112.0009	博济医院	NIL0962	
1250: EL14_CMN_1250	XIN_CMN_20040823.0237	玄奘	NIL0963	
1251: EL14_CMN_1251	XIN_CMN_20100904.0073	昆山	E0627778	
1252: EL14_CMN_1252	PDA_CMN_20070214.0014	秀英	NIL0964	
1253: EL14_CMN_1253	bolt-cmn-DF-21-181074-2172	密西根	NIL0965	
1254: EL14_CMN_1254	XIN_CMN_19941229.0143	宝山	NIL0966	
1255: EL14_CMN_1255	XIN_CMN_20010121.0119	乔治・沃克・布什	NIL0967	
1256: EL14_CMN_1256	bolt-cmn-DF-21-181074-2172	怀俄明	NIL0968	
1257: EL14_CMN_1257	bolt-cmn-DF-20-191613-3842147	陈毅	NIL0969	
1258: EL14_CMN_1258	XIN_CMN_19930701.0024	石城	NIL0970	
1259: EL14_CMN_1259	APW_ENG_20100802.0400	Iowa	NIL0971	
1260: EL14_CMN_1260	bolt-cmn-DF-20-191613-3842905	孙文	NIL0972	
1261: EL14_CMN_1261	XIN_ENG_20090920.0229	CPPCC	NIL0973	
1262: EL14_CMN_1262	CNA_CMN_20091118.0031	好市多	E0135215	
1263: EL14_CMN_1263	CNS_CMN_20100417.0282	汉卿	NIL0974	
1264: EL14_CMN_1264	PDA_CMN_20070109.0307	外交部	NIL0975	
1265: EL14_CMN_1265	AFP_ENG_20090805.0272	Bill Clinton	E0100324	
1266: EL14_CMN_1266	bolt-cmn-DF-216-192653-6949774	川	E0400474	
1267: EL14_CMN_1267	XIN_CMN_20081104.0038	外交部	NIL0976	
1268: EL14_CMN_1268	CNS_CMN_20100607.0380	作协	NIL0977	
1269: EL14_CMN_1269	XIN_ENG_20100418.0287	Jackie Chan	NIL0978	
1270: EL14_CMN_1270	XIN_CMN_20080305.0195	乌克兰	E0212527	
1271: EL14_CMN_1271	bolt-cmn-DF-211-187119-4788255	安吉丽娜·朱莉	E0057920	
1272: EL14_CMN_1272	bolt-cmn-DF-182-192255-6448541	朱镕基	E0271827	
1273: EL14_CMN_1273	XIN_CMN_19941127.0090	秀英	NIL0979	
1274: EL14_CMN_1274	CNS_CMN_20091230.0842	魏武帝	NIL0980	
1275: EL14_CMN_1275	XIN_CMN_20000927.0127	文联	NIL0981	
1276: EL14_CMN_1276	XIN_CMN_20081212.0155	大罗	NIL0982	
1277: EL14_CMN_1277	CNS_CMN_20100201.0083	残联	NIL0983	
1278: EL14_CMN_1278	PLA_CMN_20100924.0006	秀英	NIL0984	
1279: EL14_CMN_1279	CNS_CMN_20100824.0986	曾剃头	NIL0985	
1280: EL14_CMN_1280	CNS_CMN_20100917.0007	张辫帅	NIL0986	
1281: EL14_CMN_1281	XIN_ENG_20100222.0092	Embassy	NIL0987	
1282: EL14_CMN_1282	bolt-cmn-DF-211-187152-4446658	美猴王	NIL0988	
1283: EL14_CMN_1283	bolt-eng-DF-199-192783-6842790	T.O.	NIL0989	
1284: EL14_CMN_1284	bolt-cmn-DF-205-185863-587327	德意志新闻社	NIL0990	
1285: EL14_CMN_1285	PDA_CMN_20070606.0287	军统头子	NIL0991	
1286: EL14_CMN_1286	CNS_CMN_20101016.0076	同济	E0449812	
1287: EL14_CMN_1287	bolt-cmn-DF-205-185863-593414	李登辉	E0779250	
1288: EL14_CMN_1288	AFP_CMN_20100318.0048	Villanova University	NIL0992	
1289: EL14_CMN_1289	bolt-eng-DF-170-181122-8797076	Missouri	NIL0993	
1290: EL14_CMN_1290	CNS_CMN_20091225.0396	残联	NIL0994	
1291: EL14_CMN_1291	XIN_ENG_20100225.0066	foreign ministry	NIL0995	
1292: EL14_CMN_1292	AFP_ENG_20100203.0470	Pfizer	E0063567	
1293: EL14_CMN_1293	XIN_ENG_20100920.0103	embassy	NIL0996	
1294: EL14_CMN_1294	bolt-cmn-DF-179-209682-23261750	林疯狂	NIL0997	
1295: EL14_CMN_1295	bolt-cmn-DF-182-192259-16337117	麦当娜	E0275101	
1296: EL14_CMN_1296	XIN_CMN_20061030.0284	达吾提・麦合苏提	NIL0998	
1297: EL14_CMN_1297	bolt-cmn-DF-20-191611-3864534	金三胖	NIL0999	
1298: EL14_CMN_1298	XIN_CMN_20100317.0018	大使馆	NIL1000	
1299: EL14_CMN_1299	PDA_CMN_20080609.0081	比尔・克林顿	NIL1001	
1300: EL14_CMN_1300	XIN_CMN_19931207.0090	协和	NIL1002	
1301: EL14_CMN_1301	bolt-cmn-DF-20-191613-3835347	宋	NIL1003	
1302: EL14_CMN_1302	bolt-cmn-DF-196-185667-2994051	萨达姆	E0119967	
1303: EL14_CMN_1303	XIN_CMN_20011205.0004	西奥多・罗斯福	NIL1004	
1304: EL14_CMN_1304	XIN_CMN_20001123.0184	文联	NIL1005	
1305: EL14_CMN_1305	AFP_CMN_20060419.0043	阿汤哥	NIL1006	
1306: EL14_CMN_1306	XIN_CMN_20080301.0062	昌邑	NIL1007	
1307: EL14_CMN_1307	bolt-cmn-DF-20-191610-2219066	马总统	NIL1008	
1308: EL14_CMN_1308	bolt-cmn-DF-196-185692-2812427	徐熙媛	E0230939	
1309: EL14_CMN_1309	AFP_CMN_20091031.0030	加州大学柏克莱分校	NIL1009	
1310: EL14_CMN_1310	PDA_CMN_20071224.0051	哈特福德	NIL1010	
1311: EL14_CMN_1311	XIN_CMN_19940604.0182	成都	E0651569	
1312: EL14_CMN_1312	AFP_CMN_20100318.0048	University of Kansas	NIL1011	
1313: EL14_CMN_1313	bolt-cmn-DF-20-191614-4125058	倭寇	NIL1012	
1314: EL14_CMN_1314	XIN_CMN_19940326.0106	永兴	NIL1013	
1315: EL14_CMN_1315	bolt-cmn-DF-211-187112-3813977	蒋夫人	NIL1014	
1316: EL14_CMN_1316	XIN_CMN_20070602.0082	太原	E0208143	
1317: EL14_CMN_1317	XIN_CMN_20000118.0075	东港	NIL1015	
1318: EL14_CMN_1318	bolt-cmn-DF-182-192251-6392070	习大	NIL1016	
1319: EL14_CMN_1319	AFP_CMN_20101231.0045	史丹 佛大学	NIL1017	
1320: EL14_CMN_1320	bolt-cmn-DF-21-181274-93986	消费者协会	NIL1018	
1321: EL14_CMN_1321	APW_ENG_20100729.0067	Juneau	NIL1019	
1322: EL14_CMN_1322	XIN_CMN_19990329.0167	塞雷娜・威廉姆斯	NIL1020	
1323: EL14_CMN_1323	bolt-cmn-DF-20-191610-2218183	BXL	NIL1021	
1324: EL14_CMN_1324	XIN_CMN_20060316.0087	外交部	NIL1022	
1325: EL14_CMN_1325	APW_ENG_20090623.0227	District of Columbia	NIL1023	
1326: EL14_CMN_1326	XIN_CMN_20080129.0277	佛罗里达	E0373950	
